twin_rva,size,source,object_symbol,slot_state
0x000695D3,8,Code/GameEngine/Source/Common/VirtualSlot5CallThunk.cpp,?IgnoreTwoArgumentsReturnOneThunk@@YGHHH@Z,scaffold
0x000699B3,8,Code/GameEngine/Source/Common/VirtualSlot5CallThunk.cpp,?IgnoreTwoArgumentsReturnOneThunk@@YGHHH@Z,scaffold
0x00069AE3,8,Code/GameEngine/Source/Common/VirtualSlot5CallThunk.cpp,?IgnoreTwoArgumentsReturnOneThunk@@YGHHH@Z,scaffold
0x00069B63,8,Code/GameEngine/Source/Common/VirtualSlot5CallThunk.cpp,?IgnoreTwoArgumentsReturnOneThunk@@YGHHH@Z,scaffold
0x0006E8D8,8,Code/Libraries/Source/WWVegas/WW3D2/dx8renderer.cpp,?Clear_Render_List@DX8TextureCategoryClass@@QAEXXZ,scaffold
0x0007B5BC,10,Code/GameEngine/Source/Common/ConditionalPointerStoreThunk.cpp,?assignSecond@ConditionalPointerStoreThunk@@QAEXPAX@Z,scaffold
0x000970B4,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x000A00A4,8,Code/GameEngine/Source/GameNetwork/udp.cpp,?ClearStatus@UDP@@QAEXXZ,scaffold
0x000C3D93,17,Code/GameEngine/Source/GameLogic/AI/SupplyTruckAIUpdate_updateAndPrivateDock_Thunk.cpp,?getCurrentStateID@StateMachine@@QBEIXZ,scaffold
0x000C8998,10,Code/GameEngine/Source/Common/Audio/AudioEventRTS.cpp,?setPlayingHandle@AudioEventRTS@@QAEXI@Z,scaffold
0x000EC241,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x000EC292,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x000EC45F,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x00131BA7,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x0015A2A8,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x001606EC,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x001608BC,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x0018EE25,8,Code/Libraries/Source/WWVegas/WW3D2/assetmgr.cpp,?First@AssetIterator@@UAEXXZ,scaffold
0x0018F2C7,10,Code/GameEngine/Source/GameClient/Drawable.cpp,?setDrawableOpacity@Drawable@@QAEXM@Z,scaffold
0x001B2D83,8,Code/Libraries/Source/WWVegas/WW3D2/dx8renderer.cpp,?Clear_Render_List@DX8TextureCategoryClass@@QAEXXZ,scaffold
0x001DC893,11,Code/GameEngine/Source/GameLogic/Object/Object.cpp,?getPlayerMask@Player@@QBEGXZ,scaffold
0x001DE24A,8,Code/GameEngine/Source/Common/VirtualSlot5CallThunk.cpp,?IgnoreTwoArgumentsReturnOneThunk@@YGHHH@Z,scaffold
0x001DE286,8,Code/GameEngine/Source/Common/VirtualSlot5CallThunk.cpp,?IgnoreTwoArgumentsReturnOneThunk@@YGHHH@Z,scaffold
0x001EB3C4,20,Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDraw.cpp,?clear@TurretInfo@ModelConditionInfo@@QAEXXZ,scaffold
0x001EDAB2,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x00230070,15,Code/GameEngine/Source/GameLogic/Object/Behavior/FlightDeckBehavior.cpp,??A?$vector@UFlightDeckInfo@FlightDeckBehavior@@V?$allocator@UFlightDeckInfo@FlightDeckBehavior@@@_STL@@@_STL@@QAEAAUFlightDeckInfo@FlightDeckBehavior@@I@Z,unclaimed
0x002324ED,8,Code/GameEngine/Source/Common/VirtualSlot5CallThunk.cpp,?IgnoreTwoArgumentsReturnOneThunk@@YGHHH@Z,scaffold
0x00253D7C,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x00257570,13,Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/DozerAIUpdate.cpp,?getDisabledTypesToProcess@AIUpdateInterface@@UBE?AV?$BitFlags@$0N@@@XZ,unclaimed
0x00322079,11,Code/GameEngine/Source/Common/CampaignManagerDestructorThunk.cpp,?deleteInstance@Campaign@@QAEXXZ,scaffold
0x00322755,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x003376D0,13,Code/GameEngine/Source/Common/OneWordCopyThunk.cpp,?copyFrom@OneWordCopyThunk@@QAEPAU1@PBU1@@Z,unclaimed
0x0034C5A0,13,Code/GameEngine/Source/Common/OneWordCopyThunk.cpp,?copyFrom@OneWordCopyThunk@@QAEPAU1@PBU1@@Z,unclaimed
0x0034C5D0,11,Code/Libraries/Source/WWVegas/WWMath/gridcull.cpp,?Is_Done@GridListIterator@@QAE_NXZ,unclaimed
0x00355915,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x003559A5,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x00360895,8,Code/GameEngine/Source/Common/VirtualSlot5CallThunk.cpp,?IgnoreTwoArgumentsReturnOneThunk@@YGHHH@Z,scaffold
0x0036C960,8,Code/GameEngine/Source/Common/Rva92A10PointerOffsetThunk.cpp,?rva_92a10_pointer_offset@@YAPADPAD@Z,unclaimed
0x00378FA0,13,Code/GameEngine/Source/Common/OneWordCopyThunk.cpp,?copyFrom@OneWordCopyThunk@@QAEPAU1@PBU1@@Z,unclaimed
0x00378FB0,15,Code/GameEngine/Source/Common/Rva189DD0HeadPopThunk.cpp,?pop@Rva189DD0HeadPopThunk@@QAEPAPAURva189DD0Node@@PAPAU2@H@Z,unclaimed
0x0037D6E0,17,Code/GameEngine/Source/Common/DamageFX.cpp,?_M_bkt_num@?$hashtable@U?$pair@$$CBW4NameKeyType@@VDamageFX@@@_STL@@W4NameKeyType@@U?$hash@W4NameKeyType@@@rts@@U?$_Select1st@U?$pair@$$CBW4NameKeyType@@VDamageFX@@@_STL@@@2@U?$equal_to@W4NameKeyType@@@5@V?$allocator@U?$pair@$$CBW4NameKeyType@@VDamageFX@@@_STL@@@2@@_STL@@ABEIABU?$pair@$$CBW4NameKeyType@@VDamageFX@@@2@I@Z,unclaimed
0x003BD420,11,Code/GameEngine/Source/Common/MoneyVectorPushBack.cpp,?empty@?$vector@VMoney@@V?$allocator@VMoney@@@_STL@@@_STL@@QBE_NXZ,unclaimed
0x003D4C2C,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x003D6C10,8,Code/GameEngine/Source/Common/RvaA02C0PointerOffsetThunk.cpp,?rva_a02c0_pointer_offset@@YAPADPAD@Z,unclaimed
0x003FE218,8,Code/GameEngine/Source/Common/VirtualSlot5CallThunk.cpp,?IgnoreTwoArgumentsReturnOneThunk@@YGHHH@Z,scaffold
0x0040C070,15,Code/GameEngine/Source/Common/Rva189DD0HeadPopThunk.cpp,?pop@Rva189DD0HeadPopThunk@@QAEPAPAURva189DD0Node@@PAPAU2@H@Z,unclaimed
0x00410620,14,Code/GameEngine/Source/GameLogic/Object/ExperienceTracker.cpp,?getExperienceRequired@ThingTemplate@@QBEHH@Z,unclaimed
0x00410C70,18,Code/Libraries/Source/WWVegas/WWLib/ini.cpp,??0?$TPoint2D@H@@QAE@HH@Z,unclaimed
0x00427BB0,18,Code/Libraries/Source/WWVegas/WWLib/ini.cpp,??0?$TPoint2D@H@@QAE@HH@Z,unclaimed
0x0042E3D5,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x0043BDD0,15,Code/GameEngine/Source/Common/Rva189DD0HeadPopThunk.cpp,?pop@Rva189DD0HeadPopThunk@@QAEPAPAURva189DD0Node@@PAPAU2@H@Z,unclaimed
0x0044F67D,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x004655CA,8,Code/GameEngine/Source/Common/VirtualSlot5CallThunk.cpp,?IgnoreTwoArgumentsReturnOneThunk@@YGHHH@Z,scaffold
0x00472720,10,Code/GameEngine/Source/Common/Rva87820PointerPresent.cpp,?has_value@Rva87820PointerPresent@@QAEIXZ,unclaimed
0x00477D45,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x0047D7C0,10,Code/GameEngine/Source/GameLogic/Object/Contain/OpenContain.cpp,??E?$reverse_iterator@U?$_List_iterator@PAVObject@@U?$_Const_traits@PAVObject@@@_STL@@@_STL@@@_STL@@QAEAAV01@XZ,unclaimed
0x0047E2D0,15,Code/GameEngine/Source/Common/Rva189DD0HeadPopThunk.cpp,?pop@Rva189DD0HeadPopThunk@@QAEPAPAURva189DD0Node@@PAPAU2@H@Z,unclaimed
0x00489720,15,Code/GameEngine/Source/Common/Rva189DD0HeadPopThunk.cpp,?pop@Rva189DD0HeadPopThunk@@QAEPAPAURva189DD0Node@@PAPAU2@H@Z,unclaimed
0x00489770,15,Code/GameEngine/Source/Common/Rva189DD0HeadPopThunk.cpp,?pop@Rva189DD0HeadPopThunk@@QAEPAPAURva189DD0Node@@PAPAU2@H@Z,unclaimed
0x00499F40,26,Code/GameEngine/Source/Common/VirtualSlot5CallThunk.cpp,?release@ReferencePointerReleaseThunk@@QAEXXZ,unclaimed
0x0049D530,13,Code/GameEngine/Source/Common/OneWordCopyThunk.cpp,?copyFrom@OneWordCopyThunk@@QAEPAU1@PBU1@@Z,unclaimed
0x004AADC0,15,Code/GameEngine/Source/Common/Rva189DD0HeadPopThunk.cpp,?pop@Rva189DD0HeadPopThunk@@QAEPAPAURva189DD0Node@@PAPAU2@H@Z,unclaimed
0x004AFD00,8,Code/GameEngine/Source/Common/AdvanceHeaderPointerThunk.cpp,?advanceHeaderPointer@@YAPAEPAE@Z,unclaimed
0x004B21A4,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x004C1194,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x00510B26,11,Code/GameEngine/Source/Common/CampaignManagerDestructorThunk.cpp,?deleteInstance@Campaign@@QAEXXZ,scaffold
0x00510B95,11,Code/GameEngine/Source/Common/CampaignManagerDestructorThunk.cpp,?deleteInstance@Campaign@@QAEXXZ,scaffold
0x00537E00,13,Code/GameEngine/Source/Common/OneWordCopyThunk.cpp,?copyFrom@OneWordCopyThunk@@QAEPAU1@PBU1@@Z,unclaimed
0x00588A10,18,Code/Libraries/Source/WWVegas/WWLib/ini.cpp,??0?$TPoint2D@H@@QAE@HH@Z,unclaimed
0x0059BCE7,10,Code/GameEngine/Source/GameClient/GUI/GameWindowTransitionsStyles.cpp,?skip@FullFadeTransition@@UAEXXZ,scaffold
0x005A03C7,10,Code/GameEngine/Source/GameClient/GUI/GameWindowTransitionsStyles.cpp,?skip@FullFadeTransition@@UAEXXZ,scaffold
0x005BE812,11,Code/GameEngine/Source/Common/CampaignManagerDestructorThunk.cpp,?deleteInstance@Campaign@@QAEXXZ,unclaimed
0x005BE870,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005BE890,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005BE8B0,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005BE8D0,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005BE930,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005BE950,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005BE970,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005BE990,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005BE9B0,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005BEE70,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005BEE90,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005BEEB0,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005BEED0,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005BEEF0,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005BEF10,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005BEF30,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005C0EB0,9,Code/GameEngine/Source/Common/LongPointerRangeThunk.cpp,?size@LongPointerRangeThunk@@QBEJXZ,unclaimed
0x005C0FB4,10,Code/GameEngine/Source/Common/RTS/Player.cpp,?done@?$DLINK_ITERATOR@VObject@@@@QBE_NXZ,scaffold
0x005C1C90,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005C1CB0,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005C1CD0,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005C1CF0,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005C1D10,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005C1D30,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005C1D50,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005C1D70,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005C1D90,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005C1F10,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005C1F30,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005C1F50,9,Code/GameEngine/Source/GameLogic/Object/Object.cpp,??0?$BitFlags@$0BB@@@QAE@XZ,unclaimed
0x005C66C0,13,Code/GameEngine/Source/GameClient/System/Smudge.cpp,??0?$DLNodeClass@USmudge@@@@QAE@XZ,unclaimed
0x005C66D0,13,Code/GameEngine/Source/GameClient/System/Smudge.cpp,??0?$DLNodeClass@USmudge@@@@QAE@XZ,unclaimed
0x005C66E0,13,Code/GameEngine/Source/GameClient/System/Smudge.cpp,??0?$DLNodeClass@USmudge@@@@QAE@XZ,unclaimed
0x005D3810,13,Code/GameEngine/Source/GameClient/System/Smudge.cpp,??0?$DLNodeClass@USmudge@@@@QAE@XZ,unclaimed
0x005EE491,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x005EF526,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x005F3146,11,Code/GameEngine/Source/Common/CampaignManagerDestructorThunk.cpp,?deleteInstance@Campaign@@QAEXXZ,scaffold
0x005F68F4,10,Code/GameEngine/Source/Common/RTS/Player.cpp,?done@?$DLINK_ITERATOR@VObject@@@@QBE_NXZ,scaffold
0x0060A6D0,9,Code/GameEngine/Source/Common/LongPointerRangeThunk.cpp,?size@LongPointerRangeThunk@@QBEJXZ,unclaimed
0x0061E60B,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x0062C740,8,Code/GameEngine/Source/Common/AdvanceWordPointerThunk.cpp,?advanceWordPointer@@YAPAEPAE@Z,unclaimed
0x006307F0,13,Code/GameEngine/Source/Common/OneWordCopyThunk.cpp,?copyFrom@OneWordCopyThunk@@QAEPAU1@PBU1@@Z,unclaimed
0x00630800,11,Code/GameEngine/Source/Common/MoneyVectorPushBack.cpp,?empty@?$vector@VMoney@@V?$allocator@VMoney@@@_STL@@@_STL@@QBE_NXZ,unclaimed
0x00664EB0,13,Code/GameEngine/Source/GameClient/Drawable.cpp,?_M_getword@?$_Base_bitset@$01@_STL@@QBEKI@Z,unclaimed
0x00684B79,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x00684BA8,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x0068D320,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x006963A0,12,Code/GameEngine/Source/Common/VirtualSlot5CallThunk.cpp,?invokeArgument@VirtualSlot2ArgumentCallOwner@@QAEXPAUVirtualSlot2ArgumentThunk@@@Z,unclaimed
0x006963A4,8,Code/GameEngine/Source/Common/VirtualSlot5CallThunk.cpp,?invokeIgnoringArgument@VirtualSlot2CallThunk@@QAEXH@Z,unclaimed
0x0069A6D8,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x0069B5C0,9,Code/GameEngine/Source/Common/RTS/TunnelTracker.cpp,??D?$reverse_iterator@U?$_List_iterator@PAVObject@@U?$_Nonconst_traits@PAVObject@@@_STL@@@_STL@@@_STL@@QBEAAPAVObject@@XZ,unclaimed
0x006D7570,10,Code/Libraries/Source/WWVegas/WW3D2/segline.cpp,?Set_Texture_Tile_Factor@SegmentedLineClass@@QAEXM@Z,scaffold
0x006DACD7,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DPoly.cpp,?Reset@ClipPolyClass@@QAEXXZ,scaffold
0x006DF5F0,10,Code/GameEngine/Source/Common/ConditionalPointerStoreThunk.cpp,?assignSecond@ConditionalPointerStoreThunk@@QAEXPAX@Z,unclaimed
0x006F981D,8,Code/GameEngine/Source/Common/VirtualSlot5CallThunk.cpp,?IgnoreTwoArgumentsReturnOneThunk@@YGHHH@Z,scaffold
0x0073347F,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x00756E50,12,Code/GameEngine/Source/Common/Stride4TableLookupThunk.cpp,?lookup@Stride4Table@@QBEPAUStride4TableEntry@@I@Z,unclaimed
0x0075B160,13,Code/GameEngineDevice/Source/W3DDevice/GameLogic/W3DGhostObject.cpp,?Friend_Set_Hierarchy_Valid@Animatable3DObjClass@@QBEX_N@Z,unclaimed
0x0075D490,13,Code/GameEngine/Source/Common/OneWordCopyThunk.cpp,?copyFrom@OneWordCopyThunk@@QAEPAU1@PBU1@@Z,unclaimed
0x007832FA,15,Code/GameEngine/Source/GameLogic/Object/Locomotor.cpp,?destroy@LocomotorTemplateDeleteAccess@@SAXPAVLocomotorTemplate@@@Z,unclaimed
0x007832FE,11,Code/GameEngine/Source/Common/CampaignManagerDestructorThunk.cpp,?deleteInstance@Campaign@@QAEXXZ,unclaimed
0x0078D0E7,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x0078D106,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x0079031E,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x0079033E,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x00790B6E,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x00790B8E,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x007916FE,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x0079171E,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x00792F6E,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x00792F8E,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x00793A7E,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x00795ECE,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x00795FDE,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x007969CE,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x007969EE,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x0079700E,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x0079702E,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x007983BE,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x007983DE,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x007995EE,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x0079960E,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x00799C9E,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x00799CBE,8,Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,?init@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z,scaffold
0x0079FDC0,13,Code/GameEngine/Source/Common/OneWordCopyThunk.cpp,?copyFrom@OneWordCopyThunk@@QAEPAU1@PBU1@@Z,unclaimed
0x007E87E0,10,Code/GameEngine/Source/Common/ConditionalPointerStoreThunk.cpp,?assignSecond@ConditionalPointerStoreThunk@@QAEXPAX@Z,unclaimed
0x007E9C80,10,Code/GameEngine/Source/Common/GameEngine.cpp,?setFramesPerSecondLimit@GameEngine@@UAEXH@Z,unclaimed
0x007E9C90,10,Code/GameEngine/Source/Common/Audio/AudioEventRTS.cpp,?setPlayingHandle@AudioEventRTS@@QAEXI@Z,unclaimed
0x007E9CC0,10,Code/GameEngine/Source/GameNetwork/NetCommandMsg.cpp,?setDataOffset@NetWrapperCommandMsg@@QAEXI@Z,unclaimed
0x007F01D0,25,Code/Libraries/Source/WWVegas/WW3D2/mesh.cpp,??0CollisionTestClass@@QAE@ABV0@@Z,unclaimed
